train_who,train_porder,train_score,valid_who,valid_porder,valid_score,test_who,test_porder,test_score,multi_error
1,1,243400,6,3,266820,5,3,185380,0.2111
1,1,243400,6,3,266820,6,1,241880,0.1560
1,1,243400,6,3,266820,6,2,164810,0.1499
1,1,243400,6,3,266820,6,3,266820,0.1163
1,1,243400,6,3,266820,7,1,269500,0.1305
1,1,243400,6,3,266820,7,2,278840,0.1210
1,1,243400,6,3,266820,7,3,274760,0.1053
1,1,243400,6,3,266820,8,1,170430,0.1303
1,1,243400,6,3,266820,8,2,89370,0.1527
1,1,243400,6,3,266820,8,3,142120,0.1311
1,1,243400,7,1,269500,1,1,243400,0.0036
1,1,243400,7,1,269500,1,2,223010,0.0719
1,1,243400,7,1,269500,1,3,181870,0.0528
1,1,243400,7,1,269500,2,1,210550,0.1472
1,1,243400,7,1,269500,2,2,251930,0.1234
1,1,243400,7,1,269500,2,3,223700,0.1563
1,1,243400,7,1,269500,3,1,110320,0.0958
1,1,243400,7,1,269500,3,2,122580,0.0638
1,1,243400,7,1,269500,3,3,112370,0.0910
1,1,243400,7,1,269500,4,1,222600,0.2690
1,1,243400,7,1,269500,4,2,267800,0.2040
1,1,243400,7,1,269500,4,3,271990,0.2348
1,1,243400,7,1,269500,5,1,130490,0.2286
1,1,243400,7,1,269500,5,2,188720,0.3229
1,1,243400,7,1,269500,5,3,185380,0.2111
1,1,243400,7,1,269500,6,1,241880,0.1560
1,1,243400,7,1,269500,6,2,164810,0.1499
1,1,243400,7,1,269500,6,3,266820,0.1163
1,1,243400,7,1,269500,7,1,269500,0.1305
1,1,243400,7,1,269500,7,2,278840,0.1210
1,1,243400,7,1,269500,7,3,274760,0.1053
1,1,243400,7,1,269500,8,1,170430,0.1303
1,1,243400,7,1,269500,8,2,89370,0.1527
1,1,243400,7,1,269500,8,3,142120,0.1311
1,1,243400,7,2,278840,1,1,243400,0.0000
1,1,243400,7,2,278840,1,2,223010,0.0673
1,1,243400,7,2,278840,1,3,181870,0.0462
1,1,243400,7,2,278840,2,1,210550,0.1670
1,1,243400,7,2,278840,2,2,251930,0.1441
1,1,243400,7,2,278840,2,3,223700,0.1602
1,1,243400,7,2,278840,3,1,110320,0.1319
1,1,243400,7,2,278840,3,2,122580,0.0706
1,1,243400,7,2,278840,3,3,112370,0.1116
1,1,243400,7,2,278840,4,1,222600,0.2717
1,1,243400,7,2,278840,4,2,267800,0.2353
1,1,243400,7,2,278840,4,3,271990,0.2578
1,1,243400,7,2,278840,5,1,130490,0.2605
1,1,243400,7,2,278840,5,2,188720,0.3451
1,1,243400,7,2,278840,5,3,185380,0.2486
1,1,243400,7,2,278840,6,1,241880,0.1678
1,1,243400,7,2,278840,6,2,164810,0.1704
1,1,243400,7,2,278840,6,3,266820,0.1368
1,1,243400,7,2,278840,7,1,269500,0.1728
1,1,243400,7,2,278840,7,2,278840,0.1370
1,1,243400,7,2,278840,7,3,274760,0.1106
1,1,243400,7,2,278840,8,1,170430,0.1603
1,1,243400,7,2,278840,8,2,89370,0.1798
1,1,243400,7,2,278840,8,3,142120,0.1802
1,1,243400,7,3,274760,1,1,243400,0.0000
1,1,243400,7,3,274760,1,2,223010,0.0687
1,1,243400,7,3,274760,1,3,181870,0.0462
1,1,243400,7,3,274760,2,1,210550,0.1788
1,1,243400,7,3,274760,2,2,251930,0.1441
1,1,243400,7,3,274760,2,3,223700,0.1740
1,1,243400,7,3,274760,3,1,110320,0.1146
1,1,243400,7,3,274760,3,2,122580,0.0708
1,1,243400,7,3,274760,3,3,112370,0.1241
1,1,243400,7,3,274760,4,1,222600,0.2423
1,1,243400,7,3,274760,4,2,267800,0.2003
1,1,243400,7,3,274760,4,3,271990,0.2271
1,1,243400,7,3,274760,5,1,130490,0.2447
1,1,243400,7,3,274760,5,2,188720,0.3490
1,1,243400,7,3,274760,5,3,185380,0.2361
1,1,243400,7,3,274760,6,1,241880,0.1795
1,1,243400,7,3,274760,6,2,164810,0.1642
1,1,243400,7,3,274760,6,3,266820,0.1279
1,1,243400,7,3,274760,7,1,269500,0.1612
1,1,243400,7,3,274760,7,2,278840,0.1224
1,1,243400,7,3,274760,7,3,274760,0.1079
1,1,243400,7,3,274760,8,1,170430,0.1858
1,1,243400,7,3,274760,8,2,89370,0.1788
1,1,243400,7,3,274760,8,3,142120,0.1902
1,1,243400,8,1,170430,1,1,243400,0.0036
1,1,243400,8,1,170430,1,2,223010,0.0719
1,1,243400,8,1,170430,1,3,181870,0.0528
1,1,243400,8,1,170430,2,1,210550,0.1472
1,1,243400,8,1,170430,2,2,251930,0.1234
1,1,243400,8,1,170430,2,3,223700,0.1563
1,1,243400,8,1,170430,3,1,110320,0.0958
1,1,243400,8,1,170430,3,2,122580,0.0638
1,1,243400,8,1,170430,3,3,112370,0.0910
1,1,243400,8,1,170430,4,1,222600,0.2690
1,1,243400,8,1,170430,4,2,267800,0.2040
1,1,243400,8,1,170430,4,3,271990,0.2348
1,1,243400,8,1,170430,5,1,130490,0.2286
1,1,243400,8,1,170430,5,2,188720,0.3229
1,1,243400,8,1,170430,5,3,185380,0.2111
1,1,243400,8,1,170430,6,1,241880,0.1560
1,1,243400,8,1,170430,6,2,164810,0.1499
1,1,243400,8,1,170430,6,3,266820,0.1163
1,1,243400,8,1,170430,7,1,269500,0.1305
1,1,243400,8,1,170430,7,2,278840,0.1210
1,1,243400,8,1,170430,7,3,274760,0.1053
